reponame,coefficient_of_variation
liangdas/mqant,0.0
hlandau/acmetool,0.0
confluentinc/confluent-kafka-go,1.0398398647817562
containers/skopeo,1.7837571415449478
bradfitz/http2,1.2557666630583968
s-rah/onionscan,0.7906375166085684
segmentio/ksuid,0.0
magefile/mage,0.0
jasonlvhit/gocron,1.2008363702420788
kubernetes/test-infra,4.811377168990951
subfinder/subfinder,0.7871986186066453
matcornic/hermes,0.7142857142857143
rexray/rexray,1.9203131638214699
zquestz/s,1.2010297471925886
gocql/gocql,3.229899782515902
GoogleChromeLabs/simplehttp2server,0.0
uber-common/cpustat,0.75
MariaLetta/free-gophers-pack,0.0
googleforgames/open-match,0.8019911459833291
Jeffail/gabs,0.0
kubernetes/kubeadm,1.1670621533689955
chain/chain,0.9988528474899989
gopl-zh/gopl-zh.github.com,1.8364759891816986
zachlatta/sshtron,0.8282325727187059
pierrre/imageserver,0.0
hashicorp/memberlist,1.6732403447373594
go-jira/jira,0.5020618644176029
GoAdminGroup/go-admin,1.3800016034998093
moul/assh,0.9512195121951219
vmware-tanzu/sonobuoy,0.7731297585701176
olahol/melody,0.6901408450704225
nats-io/nats-streaming-server,1.6761218036274208
mperham/inspeqtor,0.9360902255639098
laher/goxc,1.2461718239777502
census-instrumentation/opencensus-go,1.3256688509410703
hpcloud/tail,0.9940791525580126
golang/crypto,1.3100638434636014
eth0izzle/shhgit,0.0
kubesphere/kubesphere,0.7520561230623966
kiali/kiali,1.0759484868930858
mkchoi212/fac,0.0
xyproto/algernon,0.0
github/git-sizer,0.0
sipt/shuttle,0.9090909090909091
skanehira/docui,1.6145958246194387
awnumar/memguard,0.0
opencontainers/runtime-spec,1.3722577539916623
ysrc/yulong-hids,1.0003715124399077
sourcegraph/appdash,1.7280259184932292
aws/amazon-ecs-agent,1.1611231868955998
gosuri/uiprogress,0.0
raviqqe/muffet,0.0
natefinch/lumberjack,0.0
ImVexed/muon,0.8378378378378378
arnauddri/algorithms,0.0
divan/expvarmon,0.0
gogf/gf,2.6410248126200035
talos-systems/talos,1.388373629594532
fsouza/go-dockerclient,3.8771751102316787
XiaoMi/naftis,0.8666666666666667
hu17889/go_spider,0.9582946232736839
alecthomas/participle,0.0
silenceper/wechat,1.4868523807643785
gokrazy/gokrazy,0.0
kubicorn/kubicorn,2.3066379669343635
labstack/armor,0.8117647058823529
kubevirt/kubevirt,2.3413842206623423
rancher/rio,1.0145983239699996
op/go-logging,0.0
jessevdk/go-flags,1.8008923611362484
rancher/rke,1.558932359326907
openshift/osin,1.1949532202446786
tenta-browser/tenta-dns,0.7894736842105263
caffix/amass,1.6626921119401616
kubernetes-sigs/krew,0.8289835106771388
helm/chartmuseum,1.9681021126775726
vulcand/oxy,1.1632501926505516
nanomsg/mangos-v1,1.2383809016686782
flosch/pongo2,0.0
golang/vgo,1.1796865103159981
txn2/kubefwd,0.0
ory/ladon,0.0
olivia-ai/olivia,0.963963963963964
sandglass/sandglass,0.0
nsqio/go-nsq,1.218275918814747
go-bootstrap/go-bootstrap,0.0
sciter-sdk/go-sciter,0.8214285714285714
ory/oathkeeper,0.873015873015873
kata-containers/runtime,1.0367564644596297
gokcehan/lf,0.14285714285714285
mikefarah/yq,0.7749228541970937
motemen/ghq,1.1040501943386225
bitnami-labs/sealed-secrets,0.9186819767397872
dreamans/syncd,0.9252336448598131
roboll/helmfile,1.9224067329298
iamduo/workq,0.0
google/novm,0.0
openshift/source-to-image,0.9653943931441537
mattn/go-gtk,2.35340524332641
apex/gh-polls,0.0
docker/libnetwork,2.1822643037910248
juju/juju,2.3833264148333435
cespare/reflex,0.8585858585858586
valyala/quicktemplate,0.0
serverless/event-gateway,1.7306501413678557
AlecAivazis/survey,0.0
asobti/kube-monkey,1.2093454859859305
gopherjs/vecty,1.2563117129036978
rubenv/sql-migrate,1.485739985710232
thecodingmachine/gotenberg,0.9466666666666667
TheAlgorithms/Go,0.6697033347764252
SpectoLabs/hoverfly,1.865296383168422
youtube/doorman,0.7611940298507462
rethinkdb/rethinkdb-go,1.6933889591856435
ravenac95/sudolikeaboss,0.0
ThreeDotsLabs/watermill,1.2312860145511535
crossplaneio/crossplane,1.0403532220933738
AutoSpotting/AutoSpotting,1.8310277480475725
mmcloughlin/globe,0.0
dgraph-io/ristretto,1.2121606054204754
studygolang/studygolang,1.7920542216499291
levigross/grequests,0.0
gtank/cryptopasta,0.0
marcusolsson/goddd,0.0
cosmos/cosmos-sdk,1.799699958150058
instrumenta/kubeval,1.323662770158997
tj/mmake,0.5918367346938775
henrylee2cn/faygo,0.0
google/keytransparency,1.7595453672030625
spaceuptech/space-cloud,1.3766222895392914
Qihoo360/poseidon,0.29994232432898726
bouk/monkey,0.0
koding/koding,1.9194304555566615
eolinker/goku-api-gateway,0.0
schollz/hostyoself,0.0
gorilla/sessions,0.1875
openfaas/faas-netes,1.9241712198090823
d5/tengo,0.9466666666666667
rodrigo-brito/gocity,0.0
inconshreveable/go-update,0.0
cenkalti/backoff,0.0
eBay/akutan,0.5428571428571428
hashicorp/golang-lru,0.76
cortexlabs/cortex,0.8261565891894591
unknwon/go-rock-libraries-showcases,0.0
utahta/pythonbrew,1.298294417916284
astaxie/gopkg,1.7069645573356231
ok-borg/borg,1.088799943420079
asdine/storm,1.4444437387426845
Jeffail/tunny,0.0
kryptco/kr,0.9794419970631424
hashicorp/envconsul,0.7174793849821287
tus/tusd,1.800153408523901
svent/sift,0.0
skydive-project/skydive,1.9474102623609837
google/gapid,1.6332107294940545
google/stenographer,1.6140147871626043
eyebluecn/tank,0.8892988929889298
icexin/gocraft,0.0
Masterminds/sprig,1.128714125034703
sylabs/singularity,1.9382537492279601
barnybug/cli53,0.9190751445086706
perlin-network/life,1.1105945706108395
google/go-cmp,0.0
segmentio/chamber,1.010520608106831
chzyer/readline,0.0
gocraft/web,0.9166666666666666
uber/cherami-server,0.7831581530583539
neex/phuip-fpizdam,0.0
miniflux/miniflux,1.8431720688401314
cosmos72/gomacro,0.0
esimov/triangle,0.0
libgit2/git2go,2.7294638330318697
montanaflynn/stats,0.9342275231916245
dop251/goja,0.0
bcicen/grmon,0.0
google/uuid,0.4782608695652174
lastbackend/lastbackend,1.4573054220474462
cihub/seelog,1.2478910726696422
StackExchange/dnscontrol,1.421061897933829
FiloSottile/whosthere,0.0
jingweno/godzilla,0.0
nanobox-io/nanobox,1.350081582240563
square/go-jose,2.1459205670526766
ajstarks/svgo,0.0
hellogcc/100-gdb-tips,0.7160164998547474
didip/tollbooth,0.0
hunterlong/statping,1.3329405918840302
nanopack/yoke,0.7735849677982741
ajvb/kala,1.6660918549004184
google/periph,2.010627457205487
takama/daemon,1.295091992851187
thoas/go-funk,1.1463464512468156
aerokube/selenoid,0.8322774061934729
crazy-max/WindowsSpyBlocker,0.0
rancher/k3os,0.8745723279426001
alexei-led/pumba,1.4514297087513344
dave/jennifer,0.0
RichardKnop/go-oauth2-server,0.8434442270058709
gocraft/dbr,0.5160853095656299
derailed/popeye,0.0
liftbridge-io/liftbridge,0.8971428571428571
mattn/gom,0.9324324324324325
kisielk/errcheck,1.3755482660067433
sofastack/sofa-mosn,1.4448885263615248
openacid/slim,1.4413725990797068
VictoriaMetrics/VictoriaMetrics,1.554528324951309
stripe/veneur,1.2486495214262983
cpmech/gosl,0.9826946847960445
google/ko,0.0
cloudfoundry/cli,2.0165129211703214
flant/werf,1.62707581216263
google/google-ctf,0.0
ochinchina/supervisord,1.028927613242884
xeipuuv/gojsonschema,0.6851481649173018
jpillora/overseer,0.0
cuelang/cue,1.8661098765690542
davrodpin/mole,1.004509460482253
kedacore/keda,1.2433601240861112
securitywithoutborders/hardentools,0.22529644268774704
DMarby/picsum-photos,0.0
xiaojiaqi/10billionhongbaos,0.0
vektra/mockery,1.494197357662372
aws/amazon-ecs-cli,1.32879327921497
cznic/ql,0.7777777777777778
reviewdog/reviewdog,1.844807136907024
cortesi/modd,0.952755905511811
hashicorp/go-memdb,0.46561451330472936
rs/xid,0.0
docker/app,0.9086435460122545
microcosm-cc/bluemonday,1.5337910710017668
nytlabs/streamtools,1.28493650746381
elliotchance/c2go,2.077814231988166
ssllabs/ssllabs-scan,0.9521938205449599
thrasher-corp/gocryptotrader,1.6168724894665327
go-chassis/go-chassis,1.8353734289951953
kythe/kythe,2.0580269707932244
kubernetes-sigs/metrics-server,0.6829268292682928
caarlos0/env,1.5919561567905445
jtblin/kube2iam,1.0399765605711486
flashmob/go-guerrilla,1.1786057573213047
unrolled/render,0.9917782340340697
funny/link,0.0
ory/fosite,1.7073778016902434
matthewmueller/joy,0.0
sjqzhang/go-fastdfs,0.0
metrue/fx,2.0185762309112825
ugorji/go,0.0
grammarly/rocker,1.0628110019082124
ddollar/forego,0.643312101910828
justjanne/powerline-go,1.54801334154718
rs/cors,0.0
xiaonanln/goworld,0.0
Yelp/dockersh,0.9575971731448764
mit-pdos/biscuit,3.7800662746474867
malfunkt/hyperfox,0.0
orcaman/concurrent-map,0.5894168767607109
julienschmidt/go-http-routing-benchmark,0.8317757009345794
muesli/smartcrop,0.6722106381580987
cloudnativelabs/kube-router,1.4623908357623618
gonum/plot,1.3269799901862545
panjf2000/gnet,0.0
rakyll/gom,0.0
glycerine/zygomys,1.3513113772995993
samuel/go-zookeeper,1.4704798914337833
dnote/dnote,0.8461538461538461
deckarep/golang-set,0.9787847302391548
evilsocket/xray,0.0
dreadl0ck/netcap,0.0
coreos/etcd-operator,1.7222238274099526
hyper0x/Golang_Puzzlers,0.0
ContainerSolutions/k8s-deployment-strategies,0.0
unrolled/secure,0.0
square/certstrap,0.36082392633689714
disintegration/gift,0.8461538461538461
perlin-network/noise,1.1243304425196727
filecoin-project/go-filecoin,1.169414936090967
helm/monocular,0.9265485185317905
miguelmota/cointop,0.0
prometheus/blackbox_exporter,1.0879967762181622
klauspost/compress,0.9691516709511568
juju/ratelimit,0.0
XiaoMi/Gaea,0.6097560975609756
go-echarts/go-echarts,0.8833333333333333
writeas/writefreely,1.685503071483326
antonmedv/red,0.0
lovoo/goka,0.8390377673263583
solo-io/squash,0.7353448138645229
mattn/goreman,1.171618024285992
huichen/sego,0.6
tidwall/summitdb,0.0
haxpax/gosms,0.2112676056338028
galeone/tfgo,0.8315789473684211
songtianyi/wechat-go,0.0
kubernetes-sigs/aws-iam-authenticator,0.7211796718183238
monochromegane/go_design_pattern,0.0
shiyanhui/hero,0.4634146341463415
appc/spec,2.620361101690857
go-zoo/bone,1.313198307917874
umputun/remark,1.9780555008093752
nwidger/nintengo,1.2444994676110954
oniony/TMSU,0.9895470383275261
yyyar/gobetween,1.3363167274759402
gardener/gardener,3.5680315932813462
stianeikeland/go-rpio,0.5810206829482109
devfeel/dotweb,1.7557324867966446
rakyll/coop,0.0
snapcore/snapd,3.1106286187630228
gliderlabs/ssh,0.43471783013436976
cloudflare/tableflip,0.0
google/martian,1.4107540645007333
nicksnyder/go-i18n,1.255256346147922
kubernetes-sigs/aws-alb-ingress-controller,2.158625825110487
cloudflare/redoctober,0.9497830509508409
adammck/terraform-inventory,0.8901098901098901
weaveworks/flagger,2.075017032636259
sanathp/statusok,0.0
keybase/kbfs,2.124928979380587
bitfield/script,0.8793103448275862
gocraft/work,1.165373836864519
guptarohit/asciigraph,0.7560975609756098
rfjakob/gocryptfs,0.8494623655913979
puma/puma-dev,1.3364249870575402
wal-g/wal-g,1.401309849638625
faceair/youjumpijump,0.0
awslabs/aws-lambda-container-image-converter,0.8571428571428571
terraform-providers/terraform-provider-azurerm,4.977737605019334
minio/mc,1.9568993105427037
GoogleContainerTools/container-structure-test,1.1772782169054181
keel-hq/keel,2.699574745140394
uber-go/ratelimit,0.0
matryer/vice,0.7378780578121354
tylerb/graceful,1.2122064363978786
sourcegraph/webloop,0.0
hacklcx/HFish,0.8666666666666667
gavv/httpexpect,0.9575757575757575
jsha/minica,0.0
lindb/lindb,0.8227727616426289
docopt/docopt.go,0.43597438296433794
tylertreat/BoomFilters,0.6551724137931034
rancher/convoy,1.7992930506699
kidoman/embd,1.2892826939006743
wailsapp/wails,0.8821138211382114
imroc/req,0.0
banzaicloud/pipeline,1.2650768585996088
0xAX/go-algorithms,0.5862068965517241
bmizerany/pat,0.36363636363636365
hyperledger-archives/fabric,1.4491751675085165
baetyl/baetyl,0.804533120048458
vmware/govmomi,3.616096856743022
radondb/radon,0.5450145101981511
aktau/github-release,0.0
facebookarchive/inject,0.0
docker/compose-on-kubernetes,0.8213849190532821
pdfcpu/pdfcpu,0.0
brutella/hc,0.96
coreos/go-systemd,0.9482739926817091
sony/sonyflake,0.0
GoogleCloudPlatform/continuous-deployment-on-kubernetes,1.1263192448512611
gojp/goreportcard,1.4946005639538424
mozilla/mig,1.916218631293765
getantibody/antibody,0.9797639123102867
isacikgoz/gitbatch,0.0
gojek/heimdall,1.1881221944861022
jordan-wright/email,0.8965542503437948
anaskhan96/soup,0.9047619047619048
go-ozzo/ozzo-validation,0.0
eko/monday,0.0
albrow/fo,0.0
rudderlabs/rudder-server,0.0
genuinetools/reg,1.7187135848427744
changkun/go-under-the-hood,0.0
shawn1m/overture,0.8472222222222222
go-oauth2/oauth2,0.9294117647058824
hashicorp/yamux,0.8208955223880597
muesli/cache2go,0.8024691358024691
s3git/s3git,0.0
gophercon/2017-talks,0.36666666666666664
bradfitz/gomemcache,0.0
thoas/picfit,0.7333333333333333
drakkan/sftpgo,0.0
djhworld/simple-computer,0.0
michaelmacinnis/oh,0.0
chai2010/go2-book,0.0
ehazlett/stellar,0.0
go-ego/gse,0.0
go-opencv/go-opencv,0.9573630450356857
tidwall/redcon,0.0
EngoEngine/engo,1.5847231830766635
gocelery/gocelery,0.0
bilibili/overlord,0.5677222834890711
smallstep/certificates,0.9545024064992071
trustmaster/goflow,0.0
mingrammer/go-web-framework-stars,0.958904109589041
apache/dubbo-go,1.3289343525817525
uniqush/uniqush-push,0.7234534257949787
appscode/voyager,2.104281915077275
terraform-linters/tflint,1.9113784781426202
mcuadros/ofelia,0.7096774193548387
docker/libcontainer,1.6831150652105964
c-bata/kube-prompt,0.0
GetStream/vg,0.9642857142857143
requilence/integram,0.0
ericfreese/rat,0.0
mmcloughlin/avo,0.0
dghubble/gologin,0.0
pkg/profile,0.0
iov-one/weave,1.2978873579844086
jrallison/go-workers,0.7692307692307693
campoy/justforfunc,0.0
slackhq/go-audit,1.0089492538817015
y0ssar1an/q,0.7478991596638656
bradleyjkemp/memviz,0.0
u-root/u-root,2.308138673741277
GoBelieveIO/im_service,0.0
boyter/scc,1.3304202656015685
mgartner/pg_flame,0.0
antonholmquist/jason,0.0
nhooyr/websocket,0.0
lonng/nano,0.0
sgreben/jp,0.0
Bytom/bytom,1.2364701333072574
halfrost/LeetCode-Go,0.0
denisenkom/go-mssqldb,1.4832513999097585
adrianco/spigo,0.9109792284866469
tleyden/open-ocr,0.0
soheilhy/cmux,0.5445544554455446
pusher/oauth2_proxy,1.795008079055312
sensepost/ruler,0.0
submariner-io/submariner,1.0210485784088785
shyiko/jabba,0.9666160849772383
rach/pome,0.0
shadowsocks/v2ray-plugin,0.2
looterz/grimd,0.8352941176470589
compose/transporter,0.9261541850676067
facette/facette,1.006352969493394
bitnami-labs/kubewatch,0.6622950348179557
xtaci/gonet,0.0
segmentio/terraform-docs,0.4998405357956573
smallnest/go-web-framework-benchmark,1.1959779771380856
kubernetes-incubator/kube-aws,3.0421483302331627
bemasher/rtlamr,0.0
crosbymichael/skydock,0.0
kylesliu/awesome-golang-leetcode,1.3154437829015375
thedevsaddam/gojsonq,0.8936170212765957
clipperhouse/gen,1.6589946531237205
sevlyar/go-daemon,0.0
JoelOtter/termloop,0.0
dghubble/sling,0.0
mop-tracker/mop,0.4012738853503185
bwmarrin/discordgo,1.8088582615676725
awslabs/amazon-ecr-credential-helper,1.1744604198877022
tinylib/msgp,1.5688415806975042
xiaoming2028/FreeNet,0.0
Terry-Mao/bfs,0.0
abh/geodns,1.8217631189806223
joyent/containerpilot,1.7383917165012033
markphelps/flipt,0.0
hprose/hprose-golang,0.9375
cheekybits/genny,0.19885206461190247
openkruise/kruise,0.7333533823231738
brocaar/chirpstack-network-server,0.0
juju/errors,0.6494372236659931
pressly/goose,0.9560515884273371
dshearer/jobber,0.9696202531645569
cdipaolo/goml,0.8926174496644296
nadoo/glider,0.0
mitchellh/cli,0.9099099099099099
Azure/acs-engine,1.8721611494349453
ksonnet/ksonnet,1.149392446010335
cloud66-oss/habitus,1.1520617019430877
dchest/captcha,0.0
uber-go/dig,1.0372874444040925
oliver006/redis_exporter,1.493537292429213
pravj/geopattern,0.0
gographics/imagick,0.6556441218404055
fatih/pool,0.0
tucnak/telebot,1.6387675480388322
gosuri/uilive,0.0
splitsh/lite,0.0
FairwindsOps/polaris,0.9881171972256048
rlmcpherson/s3gof3r,0.959349593495935
bcicen/slackcat,0.0
google/skicka,0.30612244897959184
lileio/lile,0.9111111111111111
ChimeraCoder/anaconda,1.4749191491865787
golang/tour,1.3781403634839515
alicebob/miniredis,0.0
go-llvm/llgo,1.5058718413980932
pengwynn/flint,0.8936170212765957
justone/dockviz,0.7582417582417582
justinas/nosurf,0.0
hanwen/go-fuse,1.5704520961820403
jondot/goweight,0.0
